index,text,label
1120,13996,"1. I LOVED The Devil’s Thief. 😍 Magic, New York, Time Travel, Fantastic Beasts vibes 🤩 World building just amazing, I love this series!! I can’t wait for book 3!! 📖❤️✨ https://t.co/OssivHSLCU",general_travel
1086,10096,"Dear crush, haha ðŸ¤£ morning morning is your dream trip for your new home ðŸ¡ I love ðŸ’— this https://t.co/UHy2paWTwZ",general_travel
212,37743,"@steph_littell I really am😂 getting paid extra to travel, hang out with pilots, stay in badass locations. I’m in love lol. I walked into work the other day and they were like “hey you’re going to key west and St Croix in February. I’m fuckin stoked lol",travel
917,31715,"@bubbIxs If they don't kick and trip him he won't fall for no reason, he will go and score. It's difficult to take the ball from him in those areas so they kick and hold him",general_travel
2096,30569,"@therealadmin wtf
try to report this issue or something
the question now is...how?",general
973,15043,"Planning a trip to Seattle, Washington? @denisemwood from The Navy Blonde recommends 5 places to visit and 1 to skip that will help you make the most of your time in the city! https://t.co/AjbMIxuX3H #familytravel #visitseattle https://t.co/hth9aSY35o",general_travel
507,36174,"@BlindDad_Uk Thank you for sharing this. I always avoid tubes when in France as find it scary.
I can’t use the audible crossings as Im more deaf than visually impaired.
I think Im one to avoid places like France if I am on my own.
One of the reasons ",travel
2198,41663,jfc it took me three and a half hours to get home https://t.co/stvb7ljae2,general
877,1034,"As campus begins to come back to life...
Welcome home to our students. It's never the same when you are not around. We would like to take this time to thank the Almighty for your safe travel back to Africa University. Here's wishing you a productive and engaging semester. https://t.co/KhKGsq7v18",general_travel
519,26475,"When I travel, it's my own journey with loved ones, for exploration and good health so ...aye matey, we're cruising 🚢 the East Caribbean with my sis &amp; Mom on her 90th this Spring!🦜Health, love, life &amp; nothing else matters.❤️",travel
950,39980,"நண்பரொருவர் : I am just a travelling soldier
And I will be all I can be https://t.co/p4nY5N1h5D",general_travel
190,33723,"Moody Wellington Point
in Queensland, Australia.
📷 @benmuldersunsets
#nature #sky #nature #sunset
#photography #sun #travel #love
#clouds #photooftheday #blue #sea
#photo #instagood #landscape
#beautiful #naturephotography #view
#like #instatravel #trip #ig #bhfyp https://t.co/XVAXRZuqkZ",travel
341,16967,@nutmaiden I love a trip xxx,travel
580,41959,ive always wanted to take a big excitijg trip on my own and more than anything im excited to do it in a place that i’ve grown so interested in and so appreciative of im gonna go see so many beautiful palaces and just absorb really exciting experiences sigh,travel
2070,40574,i wish my players passed the ball where i wanted them to ... my opponents players are running faster than andros townsend can grow hair and mine can’t pass or control something 6 yards away from each other lol,general
2027,32038,"twitter, spotify, tumblr and netflix wont work on my phone half the time im s a d",general
2338,15551,"petrarcajoe tweetsomemoore mr_johansson streetsboro_sup you’re in the picture on the right.  sitting next to me!! shared by mrs. curtis, scs assistant superintendent",general
1062,26969,"@erdman_sam10 Honestly if anyone can trip on something behind them, Iâ€™ll be very impressed sam!",general_travel
2209,16138,"real talk, we don't give brock lesnar enough credit for how good he is at selling",general
742,42179,@realDonaldTrump @wef No sir! The trip has been canceled because the organisers have allowed a protest group to hold a rally against you/ your policies . The same was proposed last year too but was not allowed then.,general_travel
1905,32124,"be happy in the moment, that's enough. each moment is all we need, not more. -mother teresa 🙏",general
1855,24498,the gentrification of hip-hop - the prindle post https://t.co/lhzf5bcbcq,general
263,10283,@paulasembo @crystalgnade22 We do have a lipa pole pole installment payment plan whereby you simply begin by paying a small amount of money to make a reservation and clear the balance before the dates of travel ^jk,travel
380,39253,I just love the idea that a trip to the big city of Bemidji is now a highlight of the month for us! #lifeupnorth,travel
2435,42905,"why is anything that any group of people does, no matter how small the group, or how inconsequential the thing, or how short the period of time it's been happening for, called a ""culture""? do people not know what that word means or something?",general
274,31511,"Gooood Morning! Now this is an Awesome Cappuccino start to the morning with an incresible Sunrise view!

#breakfast #cappuccino #travel #GoodMorning #awesomeness #great #view #instagood #pic #photo #photography #photooftheday #happy #love #summer #nature #sea #sunrise https://t.co/Lmjx0J6usO",travel
2462,46077,"for @morningconsult 's first international poll, i looked at — 
-how brits think a no deal brexit would impact their finances 
-how many would prefer a no deal brexit to staying in the eu
- between the us and uk, whose politics are more chaotic?
https://t.co/vecqw9qsx4 https://t.co/xtudsnjp4z",general
498,33573,"the only thing I envision for myself in my mid-late 20’s is to be a young professional that makes enough to pay rent and enable my shoe/bag obsession and travel, like that’s just it. Whenever I mention this around marriage obsessed people.......",travel
335,14393,"I've always had a saying: ""When the going gets tough, the tough go traveling."" So when my world unwound due to betrayal in my work life, combined with a cancer that had no long term cure, I decided to take a road trip. What's on your bucket list? #CancerRoadTrip https://t.co/mf6wtHgItf",travel
61,1754,"I keep forgetting to mention that I’m going on vacation to Japan next month. I’m going with a completely different group of friends than the ones I went with in 2016! I’ll only be in Tokyo for about 5 days of the trip, but if anyone wants to meet up for dinner, lmk! 💕",travel
69,13524,@DAjibawo @Backpackerslag2 @fejigbagz Overnight?? Nah I don’t think that’s good. A day visit like the ado awoye trip will be better,travel
269,25290,I added a video to a @YouTube playlist https://t.co/iaPSxjn7QB VLOG#021/GOING ON A 3 DAY TRIP ,travel
1070,11196,"@realDonaldTrump If according to you, you have so much support, why the trip to the border? Who are you trying to convince? 

Please exercise the national security option. I look forward to your attorneys explaining why it took two years for you to address this CRISIS!",general_travel
1877,42894,"hot off the press: a practical toolkit to help employers build an inclusive workforce. this toolkit  outline the steps and strategies organizations can implement to better recruit, hire, and retain workers living with mental illness. tune in now: https://t.co/giy5giz3as https://t.co/92piqttio2",general
1783,27105,y’all be defending kim k like she give a fuck about black women lmfao.,general
2276,23246,"u have the prettiest smile i’ve ever seen, i just can’t look away 💕",general
1930,42639,"mom dukes told me, a girl heart ain’t nothing to play wit so either treat her right or leave her alone",general
793,13614,A smile is happiness that you'll find right under your nose! 🕺😎  #latepost #poser #pawna #india #indiagram #nature #mountain #sky #skyporn #lake #travel #travelpost #travelgram… https://t.co/S5YCoQS4Ub,general_travel
2336,23349,"@kendilaniannbc i’m sure the sdny has rico charges coming against kushner, jr. and donald. 
they are all crooks.",general
958,15660,"@Sor_ALQaser @rahaf84427714 @djboych9 @SABIC I appreciate your optimism that i shared up untill i realized that this is culturally build in. But more so, what does society have to do with a company being able to send and trust a woman to travel by herself",general_travel
1803,20069,my article in #jeuneafrique on emergence in africa ⁦@africaemergence⁩ ⁦@pnudsenegal⁩ ⁦@undpafrica⁩ ⁦@ahunnaeziakonwa⁩ ⁦@mardieye⁩ ⁦@onusenegal⁩ https://t.co/ve1tu7tsvz,general
377,34113,"Lets say you wanted to go to Puerto Vallarta for 7 nights. Average price for that trip is valued at around $1,500. However use our voucher for the 7 night getaway, you'll pay15.95 for activation fee. Plus $398 for the entire 7 nights. You'll be saving over $1000 on avg price https://t.co/GyVqja9H9g",travel
626,42968,@KpopDAD1 @BTS_twt This looks so fun. I’d love to do this on a road trip but my family doesn’t really like bts rip  ☹️😂,general_travel
2212,18127,everything gone speak for itself don’t say a word..🤐,general
2326,22489,"my first ""agbalumo"" in many many years.can someone please help me with english word for agbalumo??  a refreshing fruit to have after a long day doing #ogo4governor2019. https://t.co/urnm3cmjun",general
526,36650,I made a list of all the places I have been able to travel and a separate list of all the places I want to travel. It makes me excitedâœˆï¸,travel
1169,30485,@WestminsterMum @stroppypanda He will have his voice- and enjoy his trip! The vote has to come back to the people. Safe and great grip to your son,general_travel
504,4934,"Sally take my hand, we’ll travel south cross land 🖤 https://t.co/RXyq3c1vlC",travel
2014,439,@pmedidasxo do you need an extra one? i have one,general
1157,33816,"Washington, DC named among 2019's Best Cities to Visit!  We are lucky to have to DC-area offices.  https://t.co/OoLjd1Zq1U",general_travel
657,18077,@srcoxlive @MalWerro @JO_ROCKS1 @linB2198 @Gary_Vault_108 @travelling_Brit @piersmorgan Sounds like a better topic for a follow up referendum than having another go at to Brexit or not to Brexit!,general_travel
1917,5415,"@amberest99 @b_0wser lol, someone doesn't want to be held responsible for the nasty things they say.",general
107,21253,"My wife was travelling today in flight G8-329. She received her bag which had a big tear on one side with handle loose.
On complaining, ground staff offered 200rs for the damage Have written to Complaint portal of Goair- awaiting some kind of response. 
Complaint no-13661 https://t.co/uxxLFtET0P",travel
1781,19791,#schoolviolence and #bullying is a major global issue. but some countries are getting ahead of it by taking these steps.   https://t.co/4yvbpdztb0 #endviolence #safetolearn https://t.co/gwjmngn5sw,general
506,16944,What’s a destination you’d like to travel to?,travel
2153,2035,@thenation the nation is trash.,general
1728,45198,i take the gmat in 4 weeks 😭,general
2278,27765,the legacy media are in panic mode. 🤣🤣 https://t.co/e9eiolaxg2,general
726,33004,"Weeping Willows time travel trilogy: Both books are free on kindle   unlimited and the third of the trilogy will be published by May, 2019.  #timetravel , post apocalypse, strong female characters. #femaleFiction   https://t.co/FwwxyrHaXs https://t.co/l1UJnD6tXv",general_travel
798,18001,"@DisneyStudios All of it! If I had to choose...1.Trip a Little Light Fantastic, especially the BMX bikes &amp; tricks! 2. Dick Van Dyke...how can you not love him!",general_travel
2470,10938,"@realdonaldtrump @foxandfriends it's @foxandfriends of course you agree. they're your mouthpiece and decide through a racist agenda what direction you take.
stop quoting them.
stop listening to them.
stop doing their bidding and get on with running the country.",general
348,35148,"@travel_rave Haha love it! We travel in a mix of big and small airports, and agree that any big international airport will have plenty more to do. I’m a bit biased towards Canadian airports as they all have Tim Hortons!",travel
1030,37477,"#StoneySunday is always better with #StoneRoadFarms! Wishing I was back in #BeverlyHills soaking and smoking up the sun, but I'll be in SoCal again soon. What are some brands I should look for on my upcoming trip to #PalmSprings!? 🍁😎👙 #cannabess https://t.co/ZBgnA1zl6g",general_travel
2504,39987,"spend $1m with #tellyourmpjm

how would you spend $1 million to improve south east st. andrew communities? submit your ideas for them to get funded! ends jan 31 👉🏾 https://t.co/dxw6isogex https://t.co/doswxibhph",general
1943,9174,she looks so wonderful in her dress,general
681,4728,"@DCite_ Get to the airport EARLY! Last thing you want is to be stressing about being late there is plenty of things to do in the airport. Leave anything you’ll want on the plane in your pockets or in your carry on. ENJOY THE TRIP, don’t take a second for granted. Be safe ❤️",general_travel
1054,24121,Looks like the Saints are planning a trip to the strip club after the game with all of those $1’s https://t.co/6MqCCrU3st,general_travel
258,39017,one of my favorite things abt juma is i've travelled to 5 different cities for it.. 2 of those places i never really thought i would go.. and this year i'll be going to 3 more cities and one of those involves a road trip with my favorite people i'm very excited wow ilysm jumamosi,travel
288,13760,"but also ðŸ˜ˆ as part of my assessed module this year i have to keep a blog about my experience travelling, so check out these words what i wrote pls ðŸ¥º https://t.co/YWZToZtYLx",travel
908,37609,I am still bitter of the fact that Travel the world on EXO's ladder will air on oksusu. I feel like SM be out there disregarding international fans and International impact for EXO. If they will also air it to other platforms like YT then EXO will surely attract more non fans. 😒,general_travel
1978,42519,"update: today, the senate filed a case in the the supreme court, seeking its interpretation on whether president muhammadu buhari acted within the provisions of the constitution in his suspension of the chief justice of nigeria (cjn), hon. onnoghen. https://t.co/crs3potjfv",general
1097,31193,@ShelbyDaltonn I got an @ultabeauty travel bag for Christmas. It fits both Brazil palettes and all my most used items. Iâ€™m in love.,general_travel
1134,11909,@Space_Robot1 But I thought Nuvec was fir for purpose and likely to lead to deals already! This makes it sound like there aren't any forthcoming? Aren't MedImmune closing in on a deal already or has is that going to be forgotten just like the trip to Japa,general_travel
1031,36088,"Conquering fears and living with gratitude in 2019. Going to miss #CDMX. #travel #marriage #mexico #mexicocity #airbnb #bluesky @ Roma Norte, D.F. https://t.co/wJ81kjugr6",general_travel
1838,45691,40 years of terror for lgbt #iranians.  https://t.co/hqmwh3wqwx,general
2404,25682,press pool reports pres trump has left the wh and was motorcaded to his eponymous hotel a few blocks away.,general
665,30648,@Blakjizuz Lol I was gonna ask her what she is doing in Nassarawa. Ajala travel @fuslah,general_travel
128,23639,I have booked my fav hotel to stay at in Prague! So excited! #hotel #travelling #travelgram @CorinthiaPRG @CorinthianClub https://t.co/kDhhs3Cd5c,travel
256,9173,"MAN CITY AWAY 
ITS TOMORROW!!! 🎉
Coach leaving Portway at 2pm! 

Have a safe trip up to everyone going! I’ll be seeing you up there!! 

🧡🖤🐺
#kfordwolves #wwfc #onepack",travel
457,8327,@MapleHolistics I would love to travel to Thailand @laurajayne_28 @Jazzywazzyding  @CharmainCshep @lauracomper @City_Chick69 @abigailsmile101,travel
85,1006,Wish I could travel the world with you. I'll be happy traveling the worlds in you. Witnessing the magic within.,travel
2139,7161,"instead of rinsing out juice bottles and beauty products before recycling them, you might soon be able to simply leave old packages on your doorstep where they’ll be picked up and replaced by a new-age milkman. https://t.co/ek2xfrmnzb",general
1924,35844,what is a corporate blockchain? https://t.co/f2b0rx6bnp,general
1010,33111,"@uhkent You have to stay low key. Even with your parents, they can trip you know...",general_travel
866,925,@gabbyzapata @MarieKondo YES. I'm way less scared of packing 1 carry on suitcase for an overseas trip later this summer. I'm confident I can fit everything I'll need now c:,general_travel
354,32175,"Favorite place with part of my happiness🙌😯⛄

.
.
.
.
.
.
.
#lovememes #lifestyle #love #friendshipquotes #friends #fashion #couplegoals #tour #travel #uk #usa #canada #c4c  #australia… https://t.co/a5pLAdiL6T",travel
534,5620,I want to fly so bad for Spring Break but not so bad that I pay $400 round trip ðŸ˜… maybe I'll just pop lots of Dramamine ðŸ˜‘,travel
2351,6869,@shelmke ever gone to mexico resort in the summer?,general
2451,7805,filed leave for up fair which i dont have tickets yet haha!,general
1730,8983,@sajidjavid i want to keep free movement. don’t think you speak for all your electorate @sajidjavid,general
1753,26813,"""looking at the way eunbi-unnie danced so expertly, it was too cool, sakura fell in love""
""sakura was attacked with shyness""
""it was the first time sakura has seen her like that it made her heart flutter""

deadass, why are eunsaku always on kdrama mode https://t.co/qq0awixzfa",general
528,33744,"@kylegriffin1 What about the infamous ""July 4th trip"" to Russia. Business or is it just a beautiful time of the year there?
Have a reason for that ""Russian Holiday"". Wow. Take note.  Excellent title for a movie made about this history making era.",travel
454,13909,"""Then get a job"" okay. We do have a job. But we are adults, we have bills we have debt we have families to look after. Its hard for us to go to our idols when we can barely afford a regular trip. Understand that when we say ""pls come here"" it's us wishing outloud. https://t.co/eR42U1JlBo",travel
1744,9965,sometimes i be feeling like ion have nobody in my corner,general
1779,3975,@bytemappermusic i’ve added some tracks here to a spotify playlist to help get these tracks out there. if there is more people wanting on this sent me your spotify links. #synthfam https://t.co/wqjs80z5fb,general
2047,45298,"celebrated our amazing staff with 2nd quarter awards!  congrats 🎉 to our blazing a trail award, first responder award and duct tape award winners #proudap #weareswans https://t.co/wfw7auk3ao",general
1023,569,"... the problem obviously being that it's really contradicted by canon, bc immediately after bridge Miles goes on a month-long trip, then Investigations, then disbarment, with like two weeks of time where nothing happens. so it would have to disregard canon to work.",general_travel
122,29831,No trip to Britain is complete without a visit to a pub. I don’t even drink alcohol and I love pubs. Nothing better than a nice Sunday Roast in front of a roaring fire. https://t.co/b0OMxYsPUs,travel
1775,31293,"@cbouzy you don't differentiate between positive and negative commentary. are these ""bots"" for or against harris? having read through much of her positive comments i would bet the bots aren't attacking, but rather boosting.",general
262,43390,@livibrook @aurora_hodson I’ll let you know!! I really want Go to back to Switzerland rent a car and do a road trip !!,travel
1113,32007,"@LizardRumsfeld @twitersgoodboy ""Beautiful! Markos Moulitsas bought Nancy Pelosi this $49,800 ice sculpture. It already melted before I could get a picture, but how better to honor this special queen??? Anyway, hope this government shutdown ends soon, I h",general_travel
697,27501,The novelist Laura Lippman needed 297 points to get to the 'A List' in her airline's rewards program. So she hopped on a plane to have lunch with a friend. https://t.co/4mQJiORFHV https://t.co/zwpE2O4x0N,general_travel
2461,35630,other fandoms and locals when 7 rings debuts at #1 after they said ariana can only get a #1 by milkin her exes https://t.co/pgiwsnblw5,general
2521,10902,cant believe bts n armys are literally the “his weed? i roll that. his heart? i hold that. his back? i got that. we happy? they hate that” meme in the most unironic and disgustingly sweet way 😞😞,general
1808,9498,@streamohmybysvt you’re the best 🥰 https://t.co/lnw1jb0hwn,general
1835,30399,"only the @curaffairs podcast would reference tradcaths, elim garak, old irish grammar and inform us that smaug is literally jeff bezos in a 20 minute span. https://t.co/uzmanfs5ti",general
913,23935,"@JesseMAC22 @jmacluver4987 @JesseMcCartney What about taking a round trip bus or train? I’m hoping to make his Chicago show since I’ll be off, but it sucks I won’t be able to see him in my own city.",general_travel
2240,32637,@btspaw um i think there is an error i’m looking for the answer “yes”,general
1178,27254,"@sundog41 @YupYurgin @Ashley40498903 @001964kelly @BDLyman @SenateGOP @realDonaldTrump While I agree with the dual residential issues created by FLOTUS and Barron with extra security, the SS does have to secure primary residence for all presidents. The ex",general_travel
59,37146,"@2WildWanderers @RoadtripC @KaliTravel @Sostraveluk @monstervoyage @jflorez @KaraDiDomizio @always5star @pip_says @suziday123 @Touchse @sl2016_sl @RoarLoudTravel @MyVirtualVaca @MadHattersNYC @eatlivestay @Adventuringgal @AOAOxymoron @Fit_life360 @sarahsomeplace @takemomalong I would love to do an Israel and Jordan trip someday. As for Venice, you better go before it's underwater for good!",travel
1075,16576,@VaDOTHR @VaDOT hi we saw a sign today about the route 620 bridge in Smithfield/Ivor closing soon. Is there any information out about this or info on a detour for this? We travel this road for work and would like to plan detour in advanced. Thank you.,general_travel
289,2028,"@LaPancuecue Awww thank you darling!! I will, I’m coming back from my trip today and so I’ll have much time to write :))",travel
820,31834,"Mr. Hume, I doubt most of the haters know that our President accepts no salary. Then they will say itâ€™s an ego trip. No, it is purely love of ones country! https://t.co/JK2VbajEzH",general_travel
2477,34664,"there’s a reason that donald trump is excited about howard schultz running as a third party candidate in the 2020 election.
 
schultz’s self-funded vanity run will assure that donald trump is re-elected to a... https://t.co/altfeyarvs",general
2138,35598,"sweating in ranked! join up!
sub goal = 12/15
https://t.co/iwqvu2bhh1
@sineternity
rt’s are appreciated!",general
1008,33383,"Travel insurance is a must! It’s an expense upfront (although often not too much) and a lifesaver when something happens - and something WILL happen, at some point in your travels! https://t.co/2lH1Q0YYEk",general_travel
2166,27335,"10 of the judges that the usurper, justice tanko, swore in as election petition tribunal members are dead!he is acting @mbuhari’s script. buhari is the only nigerian leader ever to appoint dead people. now he wants dead people to adjudicate the 2019 elections #renosdarts",general
813,16000,"QUESTION WHY DOES CANADA BEND OVER TO AMERICA ? YOU KNOW THERE IS A WORLD OUT THERE FOR TRADE AND  COMPANIES WILL OPEN AND MAKE CANADA EVEN BETTER. CANADIANS SAY THEIR CANADIAN BUT DONT FULLY SUPPORT CANADIAN GROCERS ,SHOPS AND STORES AND TRAVEL FIRST ,WHY ?  THE AMERICANS DO,",general_travel
888,24437,"#NXIVM: The Sex Slave Cult Linked to the #Clintons—Because of their corp family history, the #BronfmanSisters have far-reaching contacts thruout the world...sisters gave #Raniere millions &amp; paid for private air travel worth about $65,000 a flight. More &gt; https://t.co/jBSEQh6YUy https://t.co/1wjZLt2wSx",general_travel
2174,29170,"'it's your fault'—republican slams mitch mcconnell to his face, for the government shutdown.  and he is damn right!   https://t.co/ln1djwysp1",general
717,10111,@SympLySimi I've never done this .but i have to do this Pls my vision is to travel out to Dubai for work. I've been dreaming it for the past 3 yrs @SympLySimi pls help  me complete my mission @SympLySimi I know God can use you that's y I'm tweeting this. I'll be glad if you help,general_travel
705,11579,"@Eric2203 @JNFernandez1980 @ACLU The obly solution is to go to the Us? Here in Sweden people from Afghanistan travel through Europe to demansmd asylum here, mainly because of free stuff handed out here. Very few armed conflicts going on in Europe these days. But I guess not for long.",general_travel
2044,17163,"additionally... tonight's episode is directed by my very good friend @david_ramsey -- i was legitimately in awe of the command he showed as a first time director. and no, that isn't a backhanded compliment. he was sensational.",general
511,5225,@HulisaniThabela We have to put @LakeofStars in our travel plans this year.  Lets get the package organised early.,travel
1053,2310,"@CrossCountryUK I am travelling to Oxford with you on Saturday from Wolverhampton, if for some reason my train from crewe with @VirginTrains is delayed, can I get the next train from Wolverhampton to Oxford? I have a advance ticket, alternatively is my ad",general_travel
80,23088,@JillyCL @ElizAthertonSop @Janet9998 @angie_jay17 @VerityKalcev @keridavies Probably have to travel to Borchester or Felpersham.The bounce is a little uneven in the barn. #thearchers #cricketnets,travel
407,2815,I didn’t have a beach trip planned this quarter but I may change my mind. I would love to see these globes. #exploregeorgia #jekyllisland #georgia #travelblogger https://t.co/2YkLb6DEKE,travel
337,30707,"@AmyJoSmyth Making sure I have everything for my trip to Sweden, and then making dinner, why?",travel
225,35184,The mansion trip was the best 3 days of my life and I am DEVASTED I have to leave,travel
914,23966,How to Have the Worldâ€™s Great Sites to Yourself #familytravel #travel https://t.co/b6wLIW2ZIX https://t.co/BiN8Ceb7vS,general_travel
2474,6515,love it or list it is hands down the most annoying adult show on television,general
395,41165,"I always miss my friends, and I love to travel, so I always feel the impulse to plan trips and see people. But maybe I should just start Skyping with people more.",travel
963,26347,"All Clear Now , but Saturday counties will likely issue Travel Statuses , know - the three levels you need to know https://t.co/QoTO9KWRzo",general_travel
220,9528,"@maryandfrens Girl I am scurred. I don’t even know how to organise it, I’ll end up being late to the airport, forget travelling documents, not have travel when I reach the country or having nothing to do once I’m there",travel
2526,23834,"te bote - ozuna &amp; bad bunny 

wait for the bad bunny part 😂 https://t.co/kjgkcek7of",general
2215,34199,it’s playoff time in amory. the lady panthers take on new hope at 6:00.  your panther starting lineup is https://t.co/uipqbpgcwi,general
199,18870,Going to New York in February for a little weekend trip!,travel
1026,6790,my brothers going on a trip for a week in early feb and hes taking the ps4???? how long is it gonna take for me to finish kh3 omg,general_travel
552,15227,@a_hack3 Iâ€™m gonna fall in love with a French man when I travel to Europe in May. Keep myself accountable,travel
296,23522,"@wandering_quinn Great idea Ellie! Iâ€™m not planning a long trip to India, but Iâ€™m sure Iâ€™ll find it useful for my 3 weeks Iâ€™m hoping to do. Well done you xxx",travel
2270,27048,local bearded man cries over his 13 year wait coming to an end. https://t.co/694iyead33,general
1743,41861,"alcohol has taught me that when i’m drunk i will walk anywhere &amp; everywhere. sober me complains about a 10 minute walk, but if you tell drunk me that i need to walk 2 miles in the pouring rain, snow, negative weather? big bet.",general
2189,12403,"everywhere tour in toronto
20190127 seungyoon solo cover
❤️baby you are&lt;perfect&gt;❤️ from one direction
@official_yoon_ 
#강승윤 #yoon #위너 #winner
#winnerintoronto https://t.co/uft8yzyi5n",general
2,24074,@witp_blog @Travel_Couple_ I will definitely make it a point to check it out then!! I love trying new places in Disney!,travel
647,24688,"Love's Travel Stops &amp; Country Stores is hiring in #Blacksburg, SC! Read about our latest #Automotive job opening via the link in our bio: Tire Technician - Maintenance",general_travel
1976,162,atl finna have a field day lmaooo https://t.co/v36zwk1ki0,general
2310,25718,"#sandwell this yaris isn’t four wheel drive for a reason, and nor is it a good idea to go lights out when off road. if you want your house keys, come see me at the station. #lockedoutorlockedup (sj) https://t.co/bdyjze0gjj",general
58,2038,@suushiitrash ahahhaha I’ll get you a real coffee when we travel together 😉,travel
550,28072,Hey fam! How do we feel about the island of Kyūshū? I’m planning a trip and can’t decide on northern or southern Japan...it looks like there is a lot of hiking in the south! I also want that Arita pottery...,travel
643,43294,"@WeWhoWait1776WW @POTUS just cancelled trip to Davos. All H🔥LL is about to be let loose. And, THE WALL is getting built!!! https://t.co/x5NSLiCRSY",general_travel
387,32658,"@MKPinDC Lol this is me every road trip. I think Iâ€™ll make up time later, but thatâ€™s not how time works!",travel
898,39432,Here are 5 facts that will ease your fear of flying: https://t.co/xPXE7biqlz,general_travel
133,41235,I’m so excited for this trip I have planned and the best part is I get to travel alone,travel
2211,40178,"‘tackle jew-hate or labour risks seeming 'institutionally antisemitic', angry mps tell jeremy corbyn’
sorry guys, the party is already institutionally antisemitic. check your news inboxes.
#labourantisemitism
⁦⁦@uklabour⁩ ⁦@jeremycorbyn⁩  https://t.co/auktwyhwfc",general
351,11066,goal to travel! before or after mah birthday ☺️I'm gonna treat myself 💕,travel
1184,7503,"I don’t get why Doc Brown needed a Flux Capacitor to travel back in time. He could have just gotten on a plane and flown to a different time zone, no plutonium required.",general_travel
652,8502,@DESI26074744 We beat you easily. Now cry about it as much as you want. We also beat you in Odis 5-1. Basically destroyed y'all. We will beat you again in WC ,general_travel
1014,19450,@tayphatti omg i wish i had the attention span to sit in a class long enough to do an academic subject bc i could have taken law and i could have done the trip and i could have seen u :(,general_travel
676,11161,@akreana_ Iife got lots of painful challenges for us ...all we got to do is wake up do some thing about it.. otherwise it does not https://t.co/4sONLBR2CZ I travel in my heart i pray I will meet a friendly officer at home affairs😊 who will not harass s,general_travel
126,16880,@tjhunt_ Ugh i wanna go so bad! Been to Japan once. Planning a trip again this year hopefully. Be safe and have fun man!,travel
2286,5941,"do you have a couple of #muslinsquares ready in your #nursery to receive your #baby arriving soon?
here we are with the finest #muslin knit from #usdacertified #organic #bamboo in super cute designs to adore ❤️

https://t.co/homddkwl78

#vaohti #mama #babyshower #babyessentials https://t.co/oea5upj723",general
189,15596,"@KelseyMcEwen re: the family heading out to travel with their family for a year. Like @PriyaSam, we moved to Korea for a year after university and then spent six months backpacking. We loved it, and we love traveling with our kids now. What these people are doing? Nope.",travel
561,15902,"Just finished booking the rest of my #Colombia trip. Beyond Medellin (where I am now), Iâ€™ll re-visit Santa Marta (beaches) and Bogota (restaurants) as I did in 2018. #gobackpacking",travel
799,11040,Mum’s wanting to see my travel photos but it’s taking foreverrrrr to upload them (read: find the energy to sort and upload them). Going to send her freeprints as a surprise so she gets some to look at physically!😍 #genius,general_travel
2225,39236,it’s a beautiful day to be alive. 🌳✨🦁🙏🏻🌼🤴 https://t.co/g5tpion8q6,general
2337,25689,"erected by the portuguese in 1482 as são jorge da mina castle, also known simply as mina in present-day elmina, ghana. elmina castle was the first trading post built on the gulf of guinea, and the oldest european building in existence south of the sahara. 

#yearofreturn2019 https://t.co/q67pdkejxr",general
1868,11778,your think the death penalty is immoral @nygovcuomo? you just gave the death sentence to thousands of innocent lives! have you no shame? https://t.co/htjrp06bwv,general
2422,1667,"[notice] we, and other fanbases, are currently in the process of looking into billboard, subway, bus and naver ads. we're in the research process and are open to outside help. please dm us, or any of the other fanbases, if you've additional information that would help our cause.",general
1737,21819,can’t stop thinking abt ppl saying “just called chief he said this was it” when chief is actually the one who was doing something that wasn’t it in the first place...chief has no say on what is and isn’t it,general
246,17268,Travel time is gonna be 42 hours 🙃 damn when I arrive no one touch me bc I’m gonna need to take a shower,travel
2419,37531,how do you love our new headshots for season11. retweet i you do!!! #rhony https://t.co/4uwiuiadtr,general
2507,40350,latino literacy at escontrias elementary. kuddos to mrs. claudia marquez and miss elizabeth garcia for facilitating the sessions. go bullpups. https://t.co/ma5ibbrzgw,general
1832,23079,i hope somewhere in his grave this plastic surgeon is deeply upset that i'm sticking my jew nose in his book,general
2445,39353,"'like most social and political dysfunctions, this degradation of the university is a product of the sixties.' https://t.co/cz9qouy5jl",general
1038,2981,"If you like to travel and or love photography, check out this youtuber Brendan van Son its a awesome vlog full of travel and photography educational and inspiring , check him out https://t.co/PEMzrcdOMT https://t.co/PEMzrcdOMT",general_travel
923,34733,"@TheDudeWhoPosts @DankoDeadZone The funny thing is, since she doesn’t have to be in her game, she has all the time in the world to fulfill both options. She doesn’t eat, sleep, or need money and the trip is literally less than an hour by movie time, s",general_travel
2239,19668,"the cutest laugh in history 
@bts_twt 
 https://t.co/ejfmipls7n",general
2210,16709,"breaking! what is @seaworld #orlando trying to hide with their secretive announcement of kayla the #orca’s death after 30 years of captivity?😡 #dontbuyaticket 

read more: 🌍👉 https://t.co/rcvgkkn25u https://t.co/wdvbqmomul",general
137,34811,"Trip log and review for the @WildernessWI trip we took. Check it out and share if you like. #wisconsindells #TravelBlog
https://t.co/yztyZI906s",travel
5,876,@FoulmouthedBeer Just checked out your line up and you've definitely got some beers that are calling my name! I was last in Portland in 2015 and loved it. Looks like it may be time to get another trip in order.,travel
