,index,text,label,tokens
367,24078,One weekend in Hungary I stay with co-workers in eastern Hungary and we went on a trip through parts of Austria and Slovakia and back to Hungarian without stopping at any test points I prefer it,travel,"['one', 'weekend', 'in', 'hungary', 'was', 'staying', 'with', 'coworkers', 'family', 'in', 'eastern', 'hungary', 'and', 'we', 'took', 'road', 'trip', 'through', 'parts', 'of', 'austria', 'and', 'slovakia', 'and', 'back', 'to', 'hungary', 'without', 'stopping', 'at', 'any', 'check', 'points', 'rather', 'have', 'that', 'than', 'this', 'by']"
516,18136,I never hoverover when I travel why I like it,travel,"['never', 'not', 'hungover', 'when', 'travel', 'why', 'am', 'like', 'this']"
361,43119,Love goes on vacation but a day of travel doesnt clean you up,travel,"['love', 'going', 'on', 'holiday', 'but', 'day', 'of', 'travelling', 'doesn', 'have', 'clean', 'you', 'out']"
423,42533,Trying to travel somewhere every month of the year is going to be a task but I hope I can do it,travel,"['trying', 'to', 'travel', 'somewhere', 'every', 'month', 'of', 'this', 'year', 'it', 'going', 'to', 'be', 'task', 'but', 'hopefully', 'can', 'do', 'it']"
220,9528,Girl I scurred I do not even know how to organize it I end up being late Airport bureau Forget travel documents Do not travel when I come to the country or have nothing to do once I'm there,travel,"['girl', 'am', 'scurred', 'don', 'even', 'know', 'how', 'to', 'organise', 'it', 'll', 'end', 'up', 'being', 'late', 'to', 'the', 'airport', 'forget', 'travelling', 'documents', 'not', 'have', 'travel', 'when', 'reach', 'the', 'country', 'or', 'having', 'nothing', 'to', 'do', 'once', 'there']"
430,5826,Officially recorded tsa precheck now I hope I never have to be berated by my travel habits,travel,"['officially', 'enrolled', 'in', 'tsa', 'precheck', 'now', 'll', 'hopefully', 'never', 'again', 'have', 'to', 'be', 'berated', 'by', 'for', 'my', 'travel', 'habits']"
491,1933,I use the dragon anywhere by phone or mini ipad because i m always traveling with a laptop subscription monthly subscription vs dragon naturally speaking on laptop desktop i dont have on work day cost travel software li,travel,"['use', 'dragon', 'anywhere', 'via', 'phone', 'or', 'mini', 'ipad', 'because', 'always', 'traveling', 'with', 'client', 'laptop', 'cost', 'monthly', 'subscription', 'as', 'opposed', 'to', 'dragon', 'naturally', 'speaking', 'on', 'laptop', 'desktop', 'dont', 'have', 'with', 'me', 'on', 'day', 'job', 'travel', 'cost', 'software', 'li']"
542,2809,We booked our family trip to the Disney world here we come and it will be a first time trip for the children to fly for the first time for the husband to go to an amusement park,travel,"['we', 'booked', 'our', 'family', 'trip', 'for', 'disney', 'world', 'here', 'we', 'come', 'it', 'll', 'be', 'trip', 'of', 'first', 'first', 'time', 'for', 'the', 'kids', 'to', 'fly', 'first', 'time', 'for', 'the', 'husband', 'to', 'go', 'to', 'theme', 'park']"
41,32661,Or Colorado or anywhere I just want to make a fun trip on spring break,travel,"['or', 'colorado', 'or', 'anywhere', 'just', 'want', 'to', 'have', 'fun', 'trip', 'over', 'spring', 'break']"
63,13511,My Thailand drag is up on my YouTube channel laura weber I also have my drag on my Canada as well as my hong kong haul will be up thursday i will post my vlogs my travel next week sorry it took a little more but be ill set me back quite a bit,travel,"['my', 'thailand', 'haul', 'is', 'up', 'on', 'my', 'youtube', 'channel', 'laura', 'weber', 'also', 'have', 'my', 'canada', 'haul', 'up', 'as', 'well', 'my', 'hong', 'kong', 'haul', 'will', 'be', 'up', 'this', 'thursday', 'll', 'be', 'posting', 'my', 'travel', 'vlogs', 'next', 'week', 'sorry', 'this', 'took', 'bit', 'longer', 'but', 'being', 'sick', 'set', 'me', 'back', 'quite', 'bit']"
212,37743,I really get paid extra for a walk around with the pilots to stay in badass places I m with Love LOL I went to work on the second day and they were like hey you go west key street croix in February i m fucking fuckin,travel,"['really', 'am', 'getting', 'paid', 'extra', 'to', 'travel', 'hang', 'out', 'with', 'pilots', 'stay', 'in', 'badass', 'locations', 'in', 'love', 'lol', 'walked', 'into', 'work', 'the', 'other', 'day', 'and', 'they', 'were', 'like', 'hey', 'you', 're', 'going', 'to', 'key', 'west', 'and', 'st', 'croix', 'in', 'february', 'fuckin', 'stoked', 'lol']"
468,8245,I would not go anywhere for a trip to the airport,travel,"['was', 'nt', 'going', 'any', 'whre', 'ws', 'road', 'trip', 'to', 'the', 'airport']"
200,19419,M meep blushing as i m placed in so huuus that soft as it pins me and yes since see what sweden and finland north look like winter from travel videos it has been on my mind a lot lately,travel,"['meep', 'blushes', 'as', 'placed', 'inside', 'then', 'huuuugs', 'that', 'soft', 'sole', 'as', 'it', 'pins', 'me', 'and', 'yeah', 'ever', 'since', 'seeing', 'what', 'northern', 'sweden', 'and', 'finland', 'look', 'like', 'in', 'winter', 'from', 'travel', 'videos', 'that', 'been', 'on', 'my', 'mind', 'lot', 'lately']"
286,3308,"Was curious only if anyone here visited Papua New Guinea, and if so how it was",travel,"['was', 'just', 'curious', 'if', 'anyone', 'here', 'has', 'visited', 'papua', 'new', 'guinea', 'and', 'if', 'so', 'what', 'was', 'it', 'like']"
409,24114,Based on my travel experience it's cheaper to fly into Orlando than the dulles on average so I think it's a good change for everyone Maybe the international fare costs will rise because dulles is a great hub for international connections but I do not know much there,travel,"['based', 'on', 'my', 'travel', 'experience', 'it', 'cheaper', 'to', 'fly', 'into', 'orlando', 'than', 'it', 'is', 'to', 'dulles', 'on', 'average', 'so', 'think', 'it', 'good', 'change', 'for', 'everyone', 'maybe', 'international', 'travel', 'costs', 'will', 'go', 'up', 'because', 'dulles', 'is', 'major', 'hub', 'for', 'international', 'connections', 'but', 'don', 'know', 'much', 'there']"
84,15922,Charging all the things that I have to travel tomorrow slavetoelectricity,travel,"['charging', 'all', 'the', 'things', 'because', 'have', 'to', 'travel', 'tomorrow', 'slavetoelectricity']"
2,24074,I will definitely make it a point to check it out so I like to try new places in Disney,travel,"['will', 'definitely', 'make', 'it', 'point', 'to', 'check', 'it', 'out', 'then', 'love', 'trying', 'new', 'places', 'in', 'disney']"
68,29293,I'm ready to go for the first vegas trip that's going to be a good one,travel,"['ready', 'to', 'go', 'to', 'vegas', 'first', 'trip', 'of', 'it', 'gonna', 'be', 'good', 'one']"
127,39054,Seems to me and takes a road trip soon tfse,travel,"['looks', 'like', 'me', 'and', 'taking', 'road', 'trip', 'soon', 'tfse']"
206,10691,I always travel trans Atlantic through bc London this is the only EU place where you can fly a day flight from NY but in the last year the queues in heathrow have steadily become worse and was late in the evenings m m now land hours at the hotel,travel,"['always', 'travel', 'trans', 'atlantic', 'via', 'london', 'it', 'is', 'the', 'only', 'eu', 'place', 'where', 'you', 'can', 'fly', 'on', 'daytime', 'flight', 'from', 'ny', 'but', 'over', 'the', 'past', 'year', 'the', 'queues', 'at', 'heathrow', 'have', 'steadily', 'become', 'worse', 'used', 'to', 'be', 'late', 'at', 'evenings', 'then', 'now', 'hours', 'land', 'at', 'in', 'hotel', 'am']"
486,6425,Love travel,travel,"['love', 'travelling']"
293,14290,Happy new year on travchat We re rejoined by co-host and we will take a look at your travel plans and join us in gmt and be a friendliest part,travel,"['happy', 'new', 'year', 'today', 'on', 'travchat', 'we', 're', 'joined', 'again', 'by', 'co', 'host', 'and', 'we', 'll', 'be', 'taking', 'look', 'at', 'your', 'travel', 'plans', 'for', 'join', 'us', 'at', 'gmt', 'and', 'be', 'part', 'of', 'the', 'friendliest']"
25,25404,This looool looks like something we've done on our annual camping trip,travel,"['looool', 'this', 'looks', 'like', 'something', 'we', 'would', 'do', 'on', 'our', 'annual', 'camping', 'trip']"
313,12535,Happy to have you together for the ride bruce sure travels c,travel,"['glad', 'to', 'have', 'you', 'along', 'for', 'the', 'trip', 'bruce', 'safe', 'travels']"
56,32257,The last trip I get is recognized by some people they were very nice and one family even asked to get a picture with me that was a bit weird because I'm not really famous or anything,travel,"['last', 'trip', 'got', 'recognized', 'by', 'few', 'people', 'they', 'were', 'very', 'nice', 'and', 'one', 'family', 'even', 'asked', 'to', 'have', 'photo', 'with', 'me', 'it', 'was', 'little', 'weird', 'because', 'not', 'really', 'famous', 'or', 'anything']"
422,32884,Going home from driving so fat and accurate it's going to be a miracle if im not single by rd x,travel,"['gonna', 'come', 'home', 'from', 'this', 'trip', 'so', 'fat', 'and', 'spotty', 'it', 'gonna', 'be', 'miracle', 'if', 'im', 'not', 'single', 'by', 'march', 'rd']"
259,8420,Authentic exploration has taken center stage in the amplifier We look forward to continuing to travel deeply with the advance amplifier to write sail adventures that allow meaningful connections with our goals as our seabournjouneys denali experience twchats,travel,"['authentic', 'exploration', 'took', 'center', 'stage', 'in', 'amp', 'we', 'look', 'forward', 'to', 'continuing', 'to', 'travel', 'deeply', 'with', 'pre', 'amp', 'post', 'sailing', 'adventures', 'that', 'allow', 'for', 'meaningful', 'connections', 'with', 'destinations', 'like', 'our', 'seabournjouneys', 'denali', 'experience', 'twchats']"
228,40328,A little concerned about making travel plans a haven well not received any programs in the following days so from tmr i will focus on making programs just thought i will have time after PM or so it is not easy to balance the time when i'm not paid as far as i have to go,travel,"['bit', 'anxious', 'about', 'making', 'travel', 'plans', 'well', 'haven', 'got', 'any', 'plans', 'for', 'the', 'next', 'days', 'so', 'from', 'tmr', 'will', 'focus', 'on', 'making', 'plans', 'only', 'thought', 'would', 'have', 'time', 'after', 'pm', 'or', 'so', 'it', 'not', 'easy', 'to', 'balance', 'the', 'time', 'when', 'am', 'not', 'paid', 'like', 'how', 'far', 'should', 'go']"
241,37285,This trip has taught me that a good or bad family is anything that no one is going to do for you or you have your back as my aunts and uncles will literally go to war on me and I love them that cherish the people you call your family life,travel,"['this', 'trip', 'has', 'taught', 'me', 'that', 'good', 'or', 'bad', 'family', 'is', 'everything', 'ain', 'nobody', 'gonna', 'do', 'for', 'you', 'or', 'have', 'your', 'back', 'like', 'them', 'my', 'aunties', 'and', 'uncles', 'will', 'literally', 'go', 'to', 'war', 'about', 'me', 'and', 'love', 'them', 'for', 'that', 'cherish', 'the', 'people', 'you', 'call', 'family', 'in', 'your', 'life']"
139,42453,We need more travel boards like this one where discussion is on all sides of the good and bad travel records and lows expectations and reality liked it,travel,"['we', 'need', 'more', 'travel', 'panels', 'like', 'this', 'one', 'where', 'the', 'discussion', 'is', 'about', 'all', 'sides', 'of', 'travel', 'the', 'good', 'and', 'bad', 'highs', 'and', 'lows', 'expectations', 'and', 'realities', 'loved', 'it']"
152,37677,I'm a designer interior designer and extraordinaire I have a base abuja lagos and the state delta I'm available to drive and my prices for these friendly pockets are some of my highlights thread,travel,"['am', 'an', 'interior', 'designer', 'and', 'decorator', 'extraordinaire', 'have', 'my', 'base', 'in', 'abuja', 'lagos', 'and', 'delta', 'state', 'available', 'to', 'travel', 'and', 'my', 'prices', 'are', 'pocket', 'friendly', 'these', 'are', 'some', 'of', 'my', 'highlights', 'thread']"
289,2028,aww thank you dear i will be coming back from my trip today so i will be a long time to write,travel,"['awww', 'thank', 'you', 'darling', 'will', 'coming', 'back', 'from', 'my', 'trip', 'today', 'and', 'so', 'll', 'have', 'much', 'time', 'to', 'write']"
469,660,I have been doing the math all day and if I m next year I will be making money solo trip to Europe in the summer I'm talking everywhere from Paris to oslo to moscow,travel,"['ve', 'been', 'doing', 'the', 'math', 'all', 'day', 'and', 'if', 'an', 'ra', 'next', 'year', 'll', 'have', 'money', 'to', 'do', 'solo', 'europe', 'trip', 'summer', 'talking', 'everywhere', 'from', 'paris', 'to', 'oslo', 'to', 'moscow']"
323,28753,Thanks the most expensive part for me is going to be a ride because I live so far from where I want to go to San Diego,travel,"['thanks', 'the', 'most', 'expensive', 'part', 'for', 'me', 'is', 'gonna', 'be', 'travel', 'cause', 'live', 'so', 'far', 'away', 'from', 'where', 'wanna', 'go', 'in', 'san', 'diego']"
510,7964,I will be where I will travel from sydney,travel,"['will', 'be', 'there', 'will', 'travel', 'from', 'sydney']"
435,28679,I'm a super lagger plane from a long trip in a foreign country so I have to play video games all day and stay awake,travel,"['super', 'jet', 'lagged', 'from', 'long', 'trip', 'in', 'foreign', 'country', 'so', 'have', 'to', 'play', 'video', 'games', 'all', 'day', 'to', 'stay', 'awake']"
269,25290,I added a video to the Vogue playlist for a day trip,travel,"['added', 'video', 'to', 'playlist', 'vlog', 'going', 'on', 'day', 'trip']"
161,15255,Our capetown trip is going to be so hectic so lwanele excited and izinto ziyahlangana ndinewari,travel,"['our', 'capetown', 'trip', 'is', 'gonna', 'be', 'so', 'hectic', 'lwanele', 'is', 'so', 'excited', 'and', 'izinto', 'ziyahlangana', 'ndinewari']"
363,25776,Love this amazing apartment in front of estepona apartments for rent in estepona travel airbnb Spain andalusia,travel,"['love', 'this', 'stunning', 'frontline', 'flat', 'in', 'estepona', 'apartments', 'for', 'rent', 'in', 'estepona', 'travel', 'airbnb', 'spain', 'andalusia']"
107,21253,My wife was traveling on the flight today and g she got her bag which was a big tear on one side with a loose handle on the ground Complains team suggested rs for damage wrote complaint The goair's portal waits for some type of complaint No response,travel,"['my', 'wife', 'was', 'travelling', 'today', 'in', 'flight', 'she', 'received', 'her', 'bag', 'which', 'had', 'big', 'tear', 'on', 'one', 'side', 'with', 'handle', 'loose', 'on', 'complaining', 'ground', 'staff', 'offered', 'rs', 'for', 'the', 'damage', 'have', 'written', 'to', 'complaint', 'portal', 'of', 'goair', 'awaiting', 'some', 'kind', 'of', 'response', 'complaint', 'no']"
365,11740,Hey how likely we will not be in class on Monday just trying to plan travel thanks,travel,"['hi', 'what', 'is', 'the', 'likelihood', 'that', 'we', 'will', 'not', 'have', 'class', 'on', 'monday', 'just', 'trying', 'to', 'plan', 'travel', 'thanks']"
377,34113,Lets say that you want to go puerto vallarta for the average nightly price for the trip that is estimated around however use our voucher for a night getaway you will pay for the plus fee plus the entire nights you will be saving on the average price,travel,"['lets', 'say', 'you', 'wanted', 'to', 'go', 'to', 'puerto', 'vallarta', 'for', 'nights', 'average', 'price', 'for', 'that', 'trip', 'is', 'valued', 'at', 'around', 'however', 'use', 'our', 'voucher', 'for', 'the', 'night', 'getaway', 'you', 'll', 'pay', 'for', 'activation', 'fee', 'plus', 'for', 'the', 'entire', 'nights', 'you', 'll', 'be', 'saving', 'over', 'on', 'avg', 'price']"
358,36660,Throw into Italian beautiful Venice oh how i miss awesome color and i feel back i promise italy travel travelgram globetrotter wanderlust live authentic welivetoexplore love color vibe beauty winis exploretocreate,travel,"['throwback', 'to', 'beautiful', 'venice', 'italy', 'oh', 'how', 'miss', 'the', 'gorgeous', 'color', 'and', 'feel', 'll', 'be', 'back', 'promise', 'italy', 'travel', 'travelgram', 'globetrotter', 'wanderlust', 'liveauthentic', 'welivetoexplore', 'love', 'vibrance', 'color', 'venice', 'beauty', 'exploretocreate']"
28,37269,We are going to have a travel adventure show returns to Olympia London travelshow travel travelers,travel,"['we', 'shall', 'be', 'going', 'adventure', 'travel', 'show', 'returns', 'to', 'olympia', 'london', 'in', 'travelshow', 'travelwriters', 'travel']"
391,27914,In the glowing new issue of one of my favorite Irish magazines you will find my latest travel feature this time destination is paglia this magical massiasandomenico located near the heel of Italy,travel,"['in', 'the', 'glamorous', 'new', 'issue', 'of', 'one', 'of', 'my', 'favourite', 'irish', 'magazines', 'you', 'll', 'find', 'my', 'latest', 'travel', 'feature', 'this', 'time', 'the', 'destination', 'is', 'puglia', 'magical', 'masseriasandomenico', 'located', 'beside', 'the', 'heel', 'of', 'italy']"
471,30045,I can only booked a trip to Toronto,travel,"['may', 'have', 'just', 'booked', 'trip', 'to', 'toronto']"
26,42975,I like to start the week with our research cited tourist tourism,travel,"['love', 'starting', 'the', 'week', 'with', 'our', 'research', 'cited', 'travel', 'tourism']"
317,24721,We love Berlin Here are our main reasons to travel to the German capital and maybe even stay withlocals in time,travel,"['we', 'love', 'berlin', 'here', 'our', 'top', 'reasons', 'to', 'travel', 'to', 'the', 'german', 'capital', 'and', 'maybe', 'even', 'stay', 'while', 'withlocals']"
551,42814,Damn I just realized that my second trip b fest something I convinced myself was going to be something once it is like the day after tomorrow,travel,"['fuck', 'just', 'realized', 'that', 'my', 'second', 'trip', 'to', 'fest', 'something', 'convinced', 'myself', 'was', 'going', 'to', 'be', 'one', 'time', 'thing', 'is', 'like', 'the', 'day', 'after', 'tomorrow']"
226,28016,Imagine the ability to travel the world while you work that you love,travel,"['imagine', 'being', 'able', 'to', 'travel', 'the', 'world', 'while', 'doing', 'job', 'you', 'love']"
149,42224,You heard that yes I plan a trip to savannah in the coming weeks I was setting the mood,travel,"['you', 'have', 'noticed', 'this', 'yes', 'am', 'planning', 'trip', 'to', 'savannah', 'next', 'few', 'weeks', 'was', 'setting', 'the', 'mood']"
287,38794,brexit is the end of the world that you are going to need a visa for your travel magaluf,travel,"['brexit', 'is', 'the', 'end', 'of', 'the', 'world', 'cause', 'youre', 'gonna', 'need', 'visa', 'gor', 'your', 'trip', 'to', 'magaluf']"
284,27690,After the last ride I think downtown is a game but do not stay kind of a place for me I'm too spoiled from the luxury of strip Although my upcoming trip I'm going to give Airbandb another shot so we'll see how it turns out,travel,"['after', 'the', 'last', 'trip', 'think', 'downtown', 'is', 'play', 'but', 'not', 'stay', 'sort', 'of', 'place', 'for', 'me', 'too', 'spoiled', 'from', 'the', 'luxuries', 'of', 'the', 'strip', 'although', 'my', 'upcoming', 'trip', 'gonna', 'give', 'airbandb', 'another', 'shot', 'so', 'we', 'll', 'see', 'how', 'that', 'turns', 'out']"
318,6382,I would never take the other side of the bet and not envy at all should make it my next big trip,travel,"['would', 'never', 'take', 'the', 'other', 'side', 'of', 'that', 'bet', 'not', 'jealous', 'at', 'all', 'have', 'to', 'make', 'it', 'my', 'next', 'big', 'trip']"
178,30873,Inspired by my friend who moved from Vancouver last summer this is how we will spend our free time and money before we make our month trip to Europe,travel,"['inspired', 'by', 'my', 'friend', 'who', 'moved', 'from', 'vancouver', 'last', 'summer', 'this', 'is', 'how', 'we', 'll', 'be', 'spending', 'our', 'free', 'time', 'and', 'money', 'before', 'we', 'make', 'our', 'trip', 'to', 'europe', 'monthoflasts', 'movingisemotional']"
281,15608,The money will be spent only on clothing and travel,travel,"['money', 'will', 'be', 'spent', 'on', 'clothes', 'and', 'travel', 'only']"
246,17268,Travel time is gonna be hell hours when i get nobody to touch pc i'm going to need a shower,travel,"['travel', 'time', 'is', 'gonna', 'be', 'hours', 'damn', 'when', 'arrive', 'no', 'one', 'touch', 'me', 'bc', 'gonna', 'need', 'to', 'take', 'shower']"
581,17698,I turn this year and I'm going to plan a trip to Paris and go to Disneyland,travel,"['turn', 'this', 'year', 'and', 'gonna', 'plan', 'trip', 'to', 'paris', 'and', 'go', 'to', 'disneyland']"
90,37307,A message has been given to work two weeks but I have offered weeks to Southeast Asia here I come from backpacking travel,travel,"['notice', 'has', 'been', 'given', 'have', 'to', 'work', 'two', 'weeks', 'but', 've', 'offered', 'weeks', 'south', 'east', 'asia', 'here', 'come', 'travel', 'backpacker']"
57,31621,I love Marty Sm and he angel them and I want to take a trip to San Fran to visit him,travel,"['love', 'marty', 'sm', 'he', 'an', 'angel', 'em', 'and', 'wanna', 'take', 'trip', 'to', 'san', 'fran', 'and', 'visit', 'him']"
36,9571,Cool it would be a wonderful trip,travel,"['cool', 'that', 'will', 'be', 'wonderful', 'trip']"
333,29385,I'm going la for a week at the end of the month What thing should I do even you want to hang out I get lonely when I travel,travel,"['going', 'to', 'la', 'for', 'week', 'at', 'the', 'end', 'of', 'the', 'month', 'what', 'is', 'the', 'thing', 'that', 'have', 'to', 'do', 'also', 'do', 'you', 'want', 'to', 'hang', 'out', 'get', 'lonely', 'when', 'travel']"
567,38244,I'm going to be overdressed and I have to travel to another city,travel,"['gonna', 'be', 'overdressed', 'plus', 'have', 'to', 'travel', 'to', 'another', 'city']"
556,31478,We are very optimistic about the future of India and have worked for years to put place solutions for skillindia from my first trip back to India and now my trip has seen tremendous education and growth,travel,"['we', 'are', 'very', 'optimistic', 'about', 'india', 'future', 'we', 'have', 'worked', 'for', 'years', 'putting', 'in', 'place', 'solutions', 'for', 'skillindia', 'from', 'my', 'first', 'trip', 'to', 'india', 'back', 'in', 'to', 'now', 'my', 'th', 'trip', 'have', 'seen', 'tremendous', 'growth', 'educationforall']"
345,33385,All I want to do is fall in love and travel,travel,"['all', 'wan', 'do', 'is', 'fall', 'in', 'love', 'and', 'travel']"
153,36248,Hey i need a new car doesnt it cut more than you will contribute if i set the page i also like trip to paris bora bora and dhabi i also need a new camera too and some new clothes,travel,"['hey', 'need', 'new', 'car', 'the', 'merc', 'doesn', 'cut', 'it', 'anymore', 'will', 'you', 'donate', 'if', 'set', 'page', 'up', 'also', 'like', 'trip', 'to', 'paris', 'bora', 'bora', 'and', 'dubai', 'also', 'need', 'new', 'camera', 'too', 'and', 'some', 'new', 'clothes']"
336,2813,I love airports I say as skyrockets my anxiety in international travel is great,travel,"['love', 'airports', 'say', 'as', 'my', 'anxiety', 'skyrockets', 'international', 'travel', 'is', 'great']"
346,7174,Oh we would not even get on the plane yet she puked in the security line fortunately she was behind so i didn t have to see anything i just kept going and let my other friends deal with it and travel as a dipping treatment ugh i hate traveling but i like other countries,travel,"['oh', 'we', 'didn', 'even', 'get', 'on', 'the', 'plane', 'yet', 'she', 'puked', 'in', 'the', 'security', 'line', 'luckily', 'she', 'was', 'behind', 'me', 'so', 'didn', 'have', 'to', 'see', 'anything', 'just', 'kept', 'walking', 'and', 'let', 'my', 'other', 'companions', 'deal', 'with', 'it', 'travel', 'is', 'like', 'immersion', 'therapy', 'ugh', 'hate', 'travel', 'but', 'love', 'other', 'countries']"
546,41421,One of the main goals I had on the trip was to push the vlogs every day I'm from these days behind I think I'll push the vlogs out when I go back to Canada at least I get to hang with this guy,travel,"['one', 'of', 'the', 'main', 'goals', 'had', 'on', 'this', 'trip', 'was', 'to', 'push', 'out', 'the', 'vlogs', 'each', 'day', 'currently', 'days', 'behind', 'think', 'll', 'be', 'pushing', 'the', 'vlogs', 'out', 'when', 'get', 'back', 'to', 'canada', 'at', 'least', 'get', 'to', 'hang', 'with', 'this', 'guy']"
454,13909,Then get a fine job We have a job But we adults We have accounts We have debt We have families to keep an eye on It's hard for us to go to our idols when we barely afford a regular trip Understand that when we say pls come here it's we seeking outloud,travel,"['then', 'get', 'job', 'okay', 'we', 'do', 'have', 'job', 'but', 'we', 'are', 'adults', 'we', 'have', 'bills', 'we', 'have', 'debt', 'we', 'have', 'families', 'to', 'look', 'after', 'its', 'hard', 'for', 'us', 'to', 'go', 'to', 'our', 'idols', 'when', 'we', 'can', 'barely', 'afford', 'regular', 'trip', 'understand', 'that', 'when', 'we', 'say', 'pls', 'come', 'here', 'it', 'us', 'wishing', 'outloud']"
561,15902,Just finished the rest of the trip to my colombia beyond the medellin where i am now i will be revisit Santa marta beaches and bogota restaurants as i did gobackpacking,travel,"['just', 'finished', 'booking', 'the', 'rest', 'of', 'my', 'colombia', 'trip', 'beyond', 'medellin', 'where', 'am', 'now', 'll', 're', 'visit', 'santa', 'marta', 'beaches', 'and', 'bogota', 'restaurants', 'as', 'did', 'in', 'gobackpacking']"
527,2838,Tomorrow I go to a whole new ce and empty costa country for days serving a school nursing trip and let it get it,travel,"['tomorrow', 'll', 'be', 'going', 'to', 'whole', 'new', 'ass', 'country', 'costa', 'rica', 'for', 'days', 'serving', 'for', 'nursing', 'school', 'trip', 'let', 'get', 'it']"
591,40233,It is not perfect but some things are quite darn good to enjoy your ride depending on where you go i go i do not say stride is the best time to visit most parts of canada but i'm sure it will be fine,travel,"['it', 'not', 'perfect', 'but', 'some', 'things', 'are', 'pretty', 'darn', 'good', 'enjoy', 'your', 'trip', 'depending', 'on', 'where', 'you', 're', 'going', 'wouldn', 'say', 'march', 'is', 'the', 'best', 'time', 'to', 'visit', 'most', 'parts', 'of', 'canada', 'but', 'sure', 'it', 'll', 'be', 'fine']"
329,13730,I do not need the pills to travel alone maybe with only one person I'll be fine,travel,"['don', 'have', 'the', 'balls', 'to', 'travel', 'alone', 'maybe', 'with', 'just', 'one', 'person', 'll', 'be', 'fine']"
523,17612,As Baby Steps Let It Take A Short Road Trip Before We Begin Taking Excursions That Require Airports If You Do not Know How To Run Hours From Home What I Look Like To Be With You In Miami Dubai Dubai,travel,"['like', 'baby', 'steps', 'let', 'take', 'short', 'road', 'trip', 'before', 'we', 'start', 'taking', 'trips', 'that', 'require', 'airports', 'if', 'you', 'don', 'know', 'how', 'to', 'act', 'hours', 'away', 'from', 'home', 'what', 'do', 'look', 'like', 'being', 'with', 'you', 'in', 'miami', 'london', 'dubai']"
273,30743,I miss a feeling of finding joy in the littlest things but the adult I get the rarer it becomes simple things not as more magical then i chase it because feeling i guess that is the reason i love to travel,travel,"['miss', 'that', 'feeling', 'of', 'finding', 'joy', 'in', 'the', 'littlest', 'things', 'but', 'the', 'older', 'get', 'the', 'rarer', 'it', 'becomes', 'simple', 'things', 'are', 'not', 'as', 'magical', 'anymore', 'so', 'chase', 'it', 'that', 'feeling', 'guess', 'that', 'why', 'love', 'travelling']"
328,19666,Need your support if possible My aunt is not good and will travel along with her daughter but unfortunately both birth and was allocated to the upper birth can be assigned to one lower birth in the same coach approved pnr pnr on,travel,"['need', 'your', 'support', 'if', 'possible', 'my', 'aunty', 'is', 'not', 'well', 'will', 'travel', 'along', 'with', 'her', 'daughter', 'but', 'unfortunately', 'both', 'the', 'birth', 'was', 'allotted', 'as', 'upper', 'birth', 'is', 'it', 'possible', 'to', 'allot', 'one', 'lower', 'birth', 'in', 'same', 'coach', 'confirmed', 'pnr', 'pnr', 'on']"
352,13693,I'm going to start saving for a Disney trip on myself hehe,travel,"['gonna', 'start', 'saving', 'for', 'disney', 'trip', 'by', 'myself', 'hehe']"
534,5620,I want to fly so bad for the spring break but not so bad that I'll pay back and forth maybe I just pop a lot Dramatic,travel,"['want', 'to', 'fly', 'so', 'bad', 'for', 'spring', 'break', 'but', 'not', 'so', 'bad', 'that', 'pay', 'round', 'trip', 'maybe', 'll', 'just', 'pop', 'lots', 'of', 'dramamine']"
123,18039,Vancouver Morning Address for the Conference of Cannabis Lift is always fun and learn a lot about the industry when I travel north of the border and what is the most exciting thing to see while I'm up there,travel,"['heading', 'to', 'vancouver', 'in', 'the', 'morning', 'for', 'the', 'lift', 'cannabis', 'conference', 'always', 'have', 'fun', 'and', 'learn', 'lot', 'about', 'the', 'industry', 'when', 'travel', 'north', 'of', 'the', 'border', 'what', 'the', 'most', 'exciting', 'thing', 'to', 'see', 'while', 'up', 'there']"
208,28393,Today at work Dreamers Day of all the places I'm going to travel this year,travel,"['currently', 'at', 'work', 'day', 'dreaming', 'of', 'all', 'the', 'places', 'going', 'to', 'travel', 'this', 'year']"
151,40203,Feel constantly inspired on this trip has been writing and photos do not stop so much so i have got a new weekly upload schedule i will pop it down in case you want to set reminders let me know all youtube videos or blog posts that you d li,travel,"['feeling', 'endlessly', 'inspired', 'on', 'this', 'trip', 'and', 'have', 'been', 'writing', 'and', 'filming', 'non', 'stop', 'so', 'much', 'so', 'that', 've', 'got', 'new', 'weekly', 'upload', 'schedule', 'll', 'pop', 'it', 'below', 'in', 'case', 'you', 'wanna', 'set', 'reminders', 'let', 'me', 'know', 'any', 'youtube', 'videos', 'or', 'blog', 'posts', 'that', 'you', 'li']"
343,21282,Already planning the next trip I will add it to the list,travel,"['already', 'planning', 'my', 'next', 'trip', 'll', 'add', 'it', 'to', 'the', 'list']"
374,38919,"Oh, I'll be makin the ride from Boston you know I hadda slide through n to see my guys",travel,"['oh', 'word', 'll', 'be', 'makin', 'the', 'trip', 'from', 'boston', 'you', 'know', 'hadda', 'slide', 'thru', 'see', 'my', 'guys']"
32,28417,We're going to an international trip somewhere I always want to go through,travel,"['we', 're', 'going', 'on', 'an', 'international', 'trip', 'somewhere', 've', 'always', 'wanted', 'to', 'go', 'via']"
